open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1701388800000,5.45651823,5.46467577,5.45651823,5.46366024,0,1701388859999,0,60,0,0,0
1701388860000,5.46363830,5.46476730,5.46126077,5.46126077,0,1701388919999,0,60,0,0,0
1701388920000,5.46126099,5.46126099,5.45758053,5.45758805,0,1701388979999,0,60,0,0,0
1701388980000,5.45758768,5.45836449,5.45680379,5.45680393,0,1701389039999,0,60,0,0,0
1701389040000,5.45680393,5.45726668,5.45025784,5.45025822,0,1701389099999,0,60,0,0,0
1701389100000,5.45024304,5.45250919,5.44990181,5.45250919,0,1701389159999,0,60,0,0,0
1701389160000,5.45270998,5.45287411,5.45127664,5.45171357,0,1701389219999,0,60,0,0,0
1701389220000,5.45171357,5.45171357,5.44228147,5.44228147,0,1701389279999,0,60,0,0,0
1701389280000,5.44222343,5.44222343,5.43446293,5.43446316,0,1701389339999,0,60,0,0,0
1701389340000,5.43446316,5.43446316,5.43041401,5.43059013,0,1701389399999,0,60,0,0,0
1701389400000,5.43059004,5.43059004,5.42498929,5.42560223,0,1701389459999,0,60,0,0,0
1701389460000,5.42599648,5.42714788,5.42521210,5.42714788,0,1701389519999,0,60,0,0,0
1701389520000,5.42732778,5.42841160,5.42689109,5.42733419,0,1701389579999,0,60,0,0,0
1701389580000,5.42733418,5.42963375,5.42726616,5.42939917,0,1701389639999,0,60,0,0,0
1701389640000,5.42939917,5.42939917,5.42735826,5.42737382,0,1701389699999,0,60,0,0,0
1701389700000,5.42737382,5.42792264,5.42197014,5.42197014,0,1701389759999,0,60,0,0,0
1701389760000,5.42202792,5.42261897,5.42006441,5.42015862,0,1701389819999,0,60,0,0,0
1701389820000,5.42015893,5.42020018,5.41478389,5.41640342,0,1701389879999,0,60,0,0,0
1701389880000,5.41640211,5.41839969,5.41640211,5.41815914,0,1701389939999,0,60,0,0,0
1701389940000,5.41819348,5.41911890,5.41819348,5.41877595,0,1701389999999,0,60,0,0,0
1701390000000,5.41877586,5.41943517,5.41824287,5.41838692,0,1701390059999,0,60,0,0,0
1701390060000,5.41839678,5.41861494,5.41695747,5.41765815,0,1701390119999,0,60,0,0,0
1701390120000,5.41765815,5.42021516,5.41765815,5.41963987,0,1701390179999,0,60,0,0,0
1701390180000,5.41968516,5.41971861,5.41754609,5.41806509,0,1701390239999,0,60,0,0,0
1701390240000,5.41806519,5.41813924,5.41716469,5.41793679,0,1701390299999,0,60,0,0,0
1701390300000,5.41793679,5.42074829,5.41793671,5.42074829,0,1701390359999,0,60,0,0,0
1701390360000,5.42074821,5.42110698,5.41286785,5.41374155,0,1701390419999,0,60,0,0,0
