open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1695968100000,7.75419878,7.75559071,7.75419071,7.75559071,0,1695968159999,0,5,0,0,0
1695968160000,7.75560272,7.75867483,7.75547472,7.75793362,0,1695968219999,0,60,0,0,0
1695968220000,7.75793389,7.75793389,7.75722758,7.75722758,0,1695968279999,0,60,0,0,0
1695968280000,7.75722730,7.75729669,7.75447112,7.75487112,0,1695968339999,0,60,0,0,0
1695968340000,7.75487112,7.75570766,7.75276528,7.75570766,0,1695968399999,0,60,0,0,0
1695968400000,7.75570766,7.75710799,7.75570766,7.75572985,0,1695968459999,0,60,0,0,0
1695968460000,7.75572985,7.75670948,7.75572833,7.75636928,0,1695968519999,0,60,0,0,0
1695968520000,7.75636928,7.75640260,7.75538781,7.75538807,0,1695968579999,0,60,0,0,0
1695968580000,7.75538795,7.75556182,7.75504183,7.75504183,0,1695968639999,0,60,0,0,0
1695968640000,7.75504208,7.75504208,7.75477257,7.75477439,0,1695968699999,0,60,0,0,0
1695968700000,7.75477453,7.75478169,7.74987017,7.75011237,0,1695968759999,0,60,0,0,0
1695968760000,7.75011237,7.75011274,7.74387950,7.74427967,0,1695968819999,0,60,0,0,0
1695968820000,7.74387967,7.74515874,7.74387882,7.74410824,0,1695968879999,0,60,0,0,0
1695968880000,7.74411069,7.74595065,7.74409379,7.74595047,0,1695968939999,0,60,0,0,0
1695968940000,7.74595065,7.74595065,7.74492027,7.74564339,0,1695968999999,0,60,0,0,0
1695969000000,7.74564339,7.74565982,7.74200401,7.74218108,0,1695969059999,0,60,0,0,0
1695969060000,7.74218143,7.74218144,7.73996229,7.74056627,0,1695969119999,0,60,0,0,0
1695969120000,7.74056405,7.74059015,7.73990321,7.73992410,0,1695969179999,0,60,0,0,0
1695969180000,7.73992296,7.73996355,7.73952384,7.73955224,0,1695969239999,0,60,0,0,0
1695969240000,7.73955224,7.74037089,7.73865762,7.73919632,0,1695969299999,0,60,0,0,0
1695969300000,7.73919648,7.73926390,7.73701153,7.73706350,0,1695969359999,0,60,0,0,0
1695969360000,7.73706308,7.73734852,7.73394455,7.73397154,0,1695969419999,0,60,0,0,0
1695969420000,7.73397179,7.73525805,7.73397179,7.73524355,0,1695969479999,0,60,0,0,0
1695969480000,7.73524355,7.73759142,7.73524355,7.73701630,0,1695969539999,0,60,0,0,0
1695969540000,7.73705975,7.74106237,7.73670129,7.74106237,0,1695969599999,0,60,0,0,0
1695969600000,7.74266207,7.74842667,7.74206930,7.74842667,0,1695969659999,0,60,0,0,0
1695969660000,7.74842679,7.75837135,7.74842679,7.75830714,0,1695969719999,0,60,0,0,0
1695969720000,7.75831422,7.75831422,7.75731095,7.75758786,0,1695969779999,0,60,0,0,0
1695969780000,7.75758718,7.75758718,7.75752137,7.75758257,0,1695969839999,0,60,0,0,0
1695969840000,7.75758435,7.76074559,7.75758435,7.76074559,0,1695969899999,0,60,0,0,0
1695969900000,7.76074559,7.76238821,7.75907950,7.76238821,0,1695969959999,0,60,0,0,0
1695969960000,7.76236241,7.77568556,7.76236198,7.77360166,0,1695970019999,0,60,0,0,0
1695970020000,7.77360165,7.77523536,7.77360165,7.77515015,0,1695970079999,0,60,0,0,0
1695970080000,7.77515850,7.78112233,7.77485906,7.78109700,0,1695970139999,0,60,0,0,0
1695970140000,7.78193436,7.78278016,7.78062051,7.78062866,0,1695970199999,0,60,0,0,0
1695970200000,7.78062124,7.78062124,7.77411792,7.77415545,0,1695970259999,0,60,0,0,0
1695970260000,7.77415466,7.77579751,7.77415466,7.77461215,0,1695970319999,0,60,0,0,0
1695970320000,7.77393615,7.77393615,7.76846462,7.76846690,0,1695970379999,0,60,0,0,0
1695970380000,7.76846691,7.76846691,7.76734671,7.76734672,0,1695970439999,0,60,0,0,0
1695970440000,7.76734672,7.77025677,7.76734671,7.76965288,0,1695970499999,0,60,0,0,0
1695970500000,7.76965708,7.76965809,7.76895821,7.76915625,0,1695970559999,0,60,0,0,0
1695970560000,7.76917263,7.76932859,7.76854554,7.76854554,0,1695970619999,0,60,0,0,0
1695970620000,7.76857491,7.76895336,7.76786247,7.76798567,0,1695970679999,0,60,0,0,0
1695970680000,7.76810054,7.76872317,7.76793137,7.76827299,0,1695970739999,0,60,0,0,0
1695970740000,7.76827300,7.76990405,7.76827300,7.76990395,0,1695970799999,0,60,0,0,0
1695970800000,7.76990395,7.77229662,7.76981233,7.77105579,0,1695970859999,0,60,0,0,0
1695970860000,7.77105579,7.77133499,7.76746000,7.76746000,0,1695970919999,0,60,0,0,0
1695970920000,7.76746001,7.76746147,7.76439982,7.76467946,0,1695970979999,0,60,0,0,0
1695970980000,7.76467946,7.76501391,7.76277859,7.76284971,0,1695971039999,0,60,0,0,0
