calc_time,funding_interval_hours,last_funding_rate
1693526400000,8,-0.00013833
1693526400000,8,-0.00013833
1693526400000,8,-0.00013833
1693526400000,8,-0.00013833
1693526400000,8,-0.00013833
1693526400000,8,-0.00013833
1693526400000,8,-0.00013833
1693526400000,8,-0.00013833
1693526400000,8,-0.00013833
1693526400000,8,-0.00013833
1693526400000,8,-0.00013833
1693526400000,8,-0.00013833
1693526400000,8,-0.00013833
1693526400000,8,-0.00013833
1693526400000,8,-0.00013833
1693526400000,8,-0.00013833
1693526400000,8,-0.00013833
1693526400000,8,-0.00013833
1693526400000,8,-0.00013833
1693526400000,8,-0.00013833
1693526400000,8,-0.00013833
1693526400000,8,-0.00013833
1693526400000,8,-0.00013833
1693526400000,8,-0.00013833
1693526400000,8,-0.00013833
1693526400000,8,-0.00013833
1693526400000,8,-0.00013833
1693526400000,8,-0.00013833
1693526400000,8,-0.00013833
1693555200000,8,0.00006656
1693555200000,8,0.00006656
1693555200000,8,0.00006656
1693555200000,8,0.00006656
1693555200000,8,0.00006656
1693555200000,8,0.00006656
1693555200000,8,0.00006656
1693555200000,8,0.00006656
1693555200000,8,0.00006656
1693555200000,8,0.00006656
1693555200000,8,0.00006656
1693555200000,8,0.00006656
1693555200000,8,0.00006656
1693555200000,8,0.00006656
1693555200000,8,0.00006656
1693555200000,8,0.00006656
1693555200000,8,0.00006656
1693555200000,8,0.00006656
1693555200000,8,0.00006656
1693555200000,8,0.00006656
1693555200000,8,0.00006656
1693555200000,8,0.00006656
1693555200000,8,0.00006656
1693555200000,8,0.00006656
1693555200000,8,0.00006656
1693555200000,8,0.00006656
1693555200000,8,0.00006656
1693555200000,8,0.00006656
1693555200000,8,0.00006656
1693584000000,8,-0.00003318
1693584000000,8,-0.00003318
1693584000000,8,-0.00003318
1693584000000,8,-0.00003318
1693584000000,8,-0.00003318
1693584000000,8,-0.00003318
1693584000000,8,-0.00003318
1693584000000,8,-0.00003318
1693584000000,8,-0.00003318
1693584000000,8,-0.00003318
1693584000000,8,-0.00003318
1693584000000,8,-0.00003318
1693584000000,8,-0.00003318
1693584000000,8,-0.00003318
1693584000000,8,-0.00003318
1693584000000,8,-0.00003318
1693584000000,8,-0.00003318
1693584000000,8,-0.00003318
1693584000000,8,-0.00003318
1693584000000,8,-0.00003318
1693584000000,8,-0.00003318
1693584000000,8,-0.00003318
1693584000000,8,-0.00003318
1693584000000,8,-0.00003318
1693584000000,8,-0.00003318
1693584000000,8,-0.00003318
1693584000000,8,-0.00003318
1693584000000,8,-0.00003318
1693584000000,8,-0.00003318
1693612800000,8,-0.00003746
1693612800000,8,-0.00003746
1693612800000,8,-0.00003746
1693612800000,8,-0.00003746
1693612800000,8,-0.00003746
1693612800000,8,-0.00003746
1693612800000,8,-0.00003746
1693612800000,8,-0.00003746
1693612800000,8,-0.00003746
1693612800000,8,-0.00003746
1693612800000,8,-0.00003746
1693612800000,8,-0.00003746
1693612800000,8,-0.00003746
1693612800000,8,-0.00003746
1693612800000,8,-0.00003746
1693612800000,8,-0.00003746
1693612800000,8,-0.00003746
1693612800000,8,-0.00003746
1693612800000,8,-0.00003746
1693612800000,8,-0.00003746
1693612800000,8,-0.00003746
1693612800000,8,-0.00003746
1693612800000,8,-0.00003746
1693612800000,8,-0.00003746
1693612800000,8,-0.00003746
1693612800000,8,-0.00003746
1693612800000,8,-0.00003746
1693612800000,8,-0.00003746
1693641600000,8,0.00005250
1693641600000,8,0.00005250
1693641600000,8,0.00005250
1693641600000,8,0.00005250
1693641600000,8,0.00005250
1693641600000,8,0.00005250
1693641600000,8,0.00005250
1693641600000,8,0.00005250
1693641600000,8,0.00005250
1693641600000,8,0.00005250
1693641600000,8,0.00005250
1693641600000,8,0.00005250
1693641600000,8,0.00005250
1693641600000,8,0.00005250
1693641600000,8,0.00005250
1693641600000,8,0.00005250
1693641600000,8,0.00005250
1693641600000,8,0.00005250
1693641600000,8,0.00005250
1693641600000,8,0.00005250
1693641600000,8,0.00005250
