calc_time,funding_interval_hours,last_funding_rate
1714521600000,8,0.00010000
1714521600000,8,0.00010000
1714521600000,8,0.00010000
1714521600000,8,0.00010000
1714521600000,8,0.00010000
1714521600000,8,0.00010000
1714521600000,8,0.00010000
1714521600000,8,0.00010000
1714521600000,8,0.00010000
1714521600000,8,0.00010000
1714521600000,8,0.00010000
1714521600000,8,0.00010000
1714521600000,8,0.00010000
1714521600000,8,0.00010000
1714521600000,8,0.00010000
1714521600000,8,0.00010000
1714521600000,8,0.00010000
1714521600000,8,0.00010000
1714521600000,8,0.00010000
1714521600000,8,0.00010000
1714521600000,8,0.00010000
1714521600000,8,0.00010000
1714521600000,8,0.00010000
1714521600000,8,0.00010000
1714521600000,8,0.00010000
1714521600000,8,0.00010000
1714521600000,8,0.00010000
1714521600000,8,0.00010000
1714521600000,8,0.00010000
1714521600000,8,0.00010000
1714521600000,8,0.00010000
1714550400000,8,0.00010000
1714550400000,8,0.00010000
1714550400000,8,0.00010000
1714550400000,8,0.00010000
1714550400000,8,0.00010000
1714550400000,8,0.00010000
1714550400000,8,0.00010000
1714550400000,8,0.00010000
1714550400000,8,0.00010000
1714550400000,8,0.00010000
1714550400000,8,0.00010000
1714550400000,8,0.00010000
1714550400000,8,0.00010000
1714550400000,8,0.00010000
1714550400000,8,0.00010000
1714550400000,8,0.00010000
1714550400000,8,0.00010000
1714550400000,8,0.00010000
1714550400000,8,0.00010000
1714550400000,8,0.00010000
1714550400000,8,0.00010000
1714550400000,8,0.00010000
1714550400000,8,0.00010000
1714550400000,8,0.00010000
1714550400000,8,0.00010000
1714550400000,8,0.00010000
1714550400000,8,0.00010000
1714550400000,8,0.00010000
1714550400000,8,0.00010000
1714550400000,8,0.00010000
1714579200000,8,0.00010000
1714579200000,8,0.00010000
1714579200000,8,0.00010000
1714579200000,8,0.00010000
1714579200000,8,0.00010000
1714579200000,8,0.00010000
1714579200000,8,0.00010000
1714579200000,8,0.00010000
1714579200000,8,0.00010000
1714579200000,8,0.00010000
1714579200000,8,0.00010000
1714579200000,8,0.00010000
1714579200000,8,0.00010000
1714579200000,8,0.00010000
1714579200000,8,0.00010000
1714579200000,8,0.00010000
1714579200000,8,0.00010000
1714579200000,8,0.00010000
1714579200000,8,0.00010000
1714579200000,8,0.00010000
1714579200000,8,0.00010000
1714579200000,8,0.00010000
1714579200000,8,0.00010000
1714579200000,8,0.00010000
1714579200000,8,0.00010000
1714579200000,8,0.00010000
1714579200000,8,0.00010000
1714579200000,8,0.00010000
1714579200000,8,0.00010000
1714579200000,8,0.00010000
1714608000000,8,0.00010000
1714608000000,8,0.00010000
1714608000000,8,0.00010000
1714608000000,8,0.00010000
1714608000000,8,0.00010000
1714608000000,8,0.00010000
1714608000000,8,0.00010000
1714608000000,8,0.00010000
1714608000000,8,0.00010000
1714608000000,8,0.00010000
1714608000000,8,0.00010000
1714608000000,8,0.00010000
1714608000000,8,0.00010000
1714608000000,8,0.00010000
1714608000000,8,0.00010000
1714608000000,8,0.00010000
1714608000000,8,0.00010000
1714608000000,8,0.00010000
1714608000000,8,0.00010000
1714608000000,8,0.00010000
1714608000000,8,0.00010000
1714608000000,8,0.00010000
1714608000000,8,0.00010000
1714608000000,8,0.00010000
1714608000000,8,0.00010000
1714608000000,8,0.00010000
1714608000000,8,0.00010000
1714608000000,8,0.00010000
1714608000000,8,0.00010000
1714608000000,8,0.00010000
1714636800001,8,0.00010000
1714636800001,8,0.00010000
1714636800001,8,0.00010000
1714636800001,8,0.00010000
1714636800001,8,0.00010000
1714636800001,8,0.00010000
1714636800001,8,0.00010000
1714636800001,8,0.00010000
1714636800001,8,0.00010000
1714636800001,8,0.00010000
1714636800001,8,0.00010000
1714636800001,8,0.00010000
1714636800001,8,0.00010000
1714636800001,8,0.00010000
1714636800001,8,0.00010000
1714636800001,8,0.00010000
1714636800001,8,0.00010000
1714636800001,8,0.00010000
1714636800001,8,0.00010000
1714636800001,8,0.00010000
1714636800001,8,0.00010000
1714636800001,8,0.00010000
1714636800001,8,0.00010000
1714636800001,8,0.00010000
1714636800001,8,0.00010000
1714636800001,8,0.00010000
1714636800001,8,0.00010000
1714636800001,8,0.00010000
1714636800001,8,0.00010000
1714665600000,8,0.00006141
1714665600000,8,0.00006141
1714665600000,8,0.00006141
1714665600000,8,0.00006141
1714665600000,8,0.00006141
1714665600000,8,0.00006141
1714665600000,8,0.00006141
1714665600000,8,0.00006141
1714665600000,8,0.00006141
1714665600000,8,0.00006141
1714665600000,8,0.00006141
1714665600000,8,0.00006141
1714665600000,8,0.00006141
1714665600000,8,0.00006141
1714665600000,8,0.00006141
1714665600000,8,0.00006141
1714665600000,8,0.00006141
1714665600000,8,0.00006141
1714665600000,8,0.00006141
1714665600000,8,0.00006141
1714665600000,8,0.00006141
1714665600000,8,0.00006141
1714665600000,8,0.00006141
1714665600000,8,0.00006141
1714665600000,8,0.00006141
1714665600000,8,0.00006141
1714665600000,8,0.00006141
1714665600000,8,0.00006141
1714665600000,8,0.00006141
1714694400000,8,0.00003949
1714694400000,8,0.00003949
1714694400000,8,0.00003949
1714694400000,8,0.00003949
1714694400000,8,0.00003949
1714694400000,8,0.00003949
1714694400000,8,0.00003949
1714694400000,8,0.00003949
1714694400000,8,0.00003949
1714694400000,8,0.00003949
1714694400000,8,0.00003949
1714694400000,8,0.00003949
1714694400000,8,0.00003949
1714694400000,8,0.00003949
1714694400000,8,0.00003949
1714694400000,8,0.00003949
1714694400000,8,0.00003949
1714694400000,8,0.00003949
1714694400000,8,0.00003949
1714694400000,8,0.00003949
1714694400000,8,0.00003949
1714694400000,8,0.00003949
1714694400000,8,0.00003949
1714694400000,8,0.00003949
1714694400000,8,0.00003949
1714694400000,8,0.00003949
