calc_time,funding_interval_hours,last_funding_rate
1704067200000,8,0.00049263
1704067200000,8,0.00049263
1704067200000,8,0.00049263
1704067200000,8,0.00049263
1704067200000,8,0.00049263
1704067200000,8,0.00049263
1704067200000,8,0.00049263
1704067200000,8,0.00049263
1704067200000,8,0.00049263
1704067200000,8,0.00049263
1704067200000,8,0.00049263
1704067200000,8,0.00049263
1704067200000,8,0.00049263
1704067200000,8,0.00049263
1704067200000,8,0.00049263
1704067200000,8,0.00049263
1704067200000,8,0.00049263
1704067200000,8,0.00049263
1704067200000,8,0.00049263
1704067200000,8,0.00049263
1704067200000,8,0.00049263
1704067200000,8,0.00049263
1704067200000,8,0.00049263
1704067200000,8,0.00049263
1704067200000,8,0.00049263
1704067200000,8,0.00049263
1704067200000,8,0.00049263
1704067200000,8,0.00049263
1704067200000,8,0.00049263
1704067200000,8,0.00049263
1704096000000,8,0.00043002
1704096000000,8,0.00043002
1704096000000,8,0.00043002
1704096000000,8,0.00043002
1704096000000,8,0.00043002
1704096000000,8,0.00043002
1704096000000,8,0.00043002
1704096000000,8,0.00043002
1704096000000,8,0.00043002
1704096000000,8,0.00043002
1704096000000,8,0.00043002
1704096000000,8,0.00043002
1704096000000,8,0.00043002
1704096000000,8,0.00043002
1704096000000,8,0.00043002
1704096000000,8,0.00043002
1704096000000,8,0.00043002
1704096000000,8,0.00043002
1704096000000,8,0.00043002
1704096000000,8,0.00043002
1704096000000,8,0.00043002
1704096000000,8,0.00043002
1704096000000,8,0.00043002
1704096000000,8,0.00043002
1704096000000,8,0.00043002
1704096000000,8,0.00043002
1704096000000,8,0.00043002
1704096000000,8,0.00043002
1704096000000,8,0.00043002
1704096000000,8,0.00043002
1704124800000,8,0.00036402
1704124800000,8,0.00036402
1704124800000,8,0.00036402
1704124800000,8,0.00036402
1704124800000,8,0.00036402
1704124800000,8,0.00036402
1704124800000,8,0.00036402
1704124800000,8,0.00036402
1704124800000,8,0.00036402
1704124800000,8,0.00036402
1704124800000,8,0.00036402
1704124800000,8,0.00036402
1704124800000,8,0.00036402
1704124800000,8,0.00036402
1704124800000,8,0.00036402
1704124800000,8,0.00036402
1704124800000,8,0.00036402
1704124800000,8,0.00036402
1704124800000,8,0.00036402
1704124800000,8,0.00036402
1704124800000,8,0.00036402
1704124800000,8,0.00036402
1704124800000,8,0.00036402
1704124800000,8,0.00036402
1704124800000,8,0.00036402
1704124800000,8,0.00036402
1704124800000,8,0.00036402
1704124800000,8,0.00036402
1704124800000,8,0.00036402
1704124800000,8,0.00036402
1704153600000,8,0.00056362
1704153600000,8,0.00056362
1704153600000,8,0.00056362
1704153600000,8,0.00056362
1704153600000,8,0.00056362
1704153600000,8,0.00056362
1704153600000,8,0.00056362
1704153600000,8,0.00056362
1704153600000,8,0.00056362
1704153600000,8,0.00056362
1704153600000,8,0.00056362
1704153600000,8,0.00056362
1704153600000,8,0.00056362
1704153600000,8,0.00056362
1704153600000,8,0.00056362
1704153600000,8,0.00056362
1704153600000,8,0.00056362
1704153600000,8,0.00056362
1704153600000,8,0.00056362
1704153600000,8,0.00056362
1704153600000,8,0.00056362
1704153600000,8,0.00056362
1704153600000,8,0.00056362
1704153600000,8,0.00056362
1704153600000,8,0.00056362
1704153600000,8,0.00056362
1704153600000,8,0.00056362
1704153600000,8,0.00056362
1704153600000,8,0.00056362
1704182400000,8,0.00046561
1704182400000,8,0.00046561
1704182400000,8,0.00046561
1704182400000,8,0.00046561
1704182400000,8,0.00046561
1704182400000,8,0.00046561
1704182400000,8,0.00046561
1704182400000,8,0.00046561
1704182400000,8,0.00046561
1704182400000,8,0.00046561
1704182400000,8,0.00046561
1704182400000,8,0.00046561
1704182400000,8,0.00046561
1704182400000,8,0.00046561
1704182400000,8,0.00046561
1704182400000,8,0.00046561
1704182400000,8,0.00046561
1704182400000,8,0.00046561
1704182400000,8,0.00046561
1704182400000,8,0.00046561
1704182400000,8,0.00046561
1704182400000,8,0.00046561
1704182400000,8,0.00046561
1704182400000,8,0.00046561
1704182400000,8,0.00046561
1704182400000,8,0.00046561
1704182400000,8,0.00046561
1704182400000,8,0.00046561
1704182400000,8,0.00046561
1704211200000,8,0.00057568
1704211200000,8,0.00057568
1704211200000,8,0.00057568
1704211200000,8,0.00057568
1704211200000,8,0.00057568
1704211200000,8,0.00057568
1704211200000,8,0.00057568
1704211200000,8,0.00057568
1704211200000,8,0.00057568
1704211200000,8,0.00057568
1704211200000,8,0.00057568
1704211200000,8,0.00057568
1704211200000,8,0.00057568
1704211200000,8,0.00057568
1704211200000,8,0.00057568
1704211200000,8,0.00057568
1704211200000,8,0.00057568
1704211200000,8,0.00057568
1704211200000,8,0.00057568
1704211200000,8,0.00057568
1704211200000,8,0.00057568
1704211200000,8,0.00057568
1704211200000,8,0.00057568
1704211200000,8,0.00057568
1704211200000,8,0.00057568
1704211200000,8,0.00057568
1704211200000,8,0.00057568
1704211200000,8,0.00057568
1704211200000,8,0.00057568
1704240000000,8,0.00029583
1704240000000,8,0.00029583
1704240000000,8,0.00029583
1704240000000,8,0.00029583
1704240000000,8,0.00029583
1704240000000,8,0.00029583
1704240000000,8,0.00029583
1704240000000,8,0.00029583
1704240000000,8,0.00029583
1704240000000,8,0.00029583
1704240000000,8,0.00029583
1704240000000,8,0.00029583
1704240000000,8,0.00029583
1704240000000,8,0.00029583
1704240000000,8,0.00029583
1704240000000,8,0.00029583
1704240000000,8,0.00029583
1704240000000,8,0.00029583
1704240000000,8,0.00029583
1704240000000,8,0.00029583
1704240000000,8,0.00029583
1704240000000,8,0.00029583
1704240000000,8,0.00029583
1704240000000,8,0.00029583
1704240000000,8,0.00029583
1704240000000,8,0.00029583
1704240000000,8,0.00029583
1704240000000,8,0.00029583
1704268800000,8,0.00032836
1704268800000,8,0.00032836
1704268800000,8,0.00032836
1704268800000,8,0.00032836
1704268800000,8,0.00032836
1704268800000,8,0.00032836
1704268800000,8,0.00032836
1704268800000,8,0.00032836
1704268800000,8,0.00032836
1704268800000,8,0.00032836
1704268800000,8,0.00032836
1704268800000,8,0.00032836
1704268800000,8,0.00032836
1704268800000,8,0.00032836
1704268800000,8,0.00032836
1704268800000,8,0.00032836
1704268800000,8,0.00032836
