calc_time,funding_interval_hours,last_funding_rate
1690848000001,8,0.00009561
1690848000001,8,0.00009561
1690848000001,8,0.00009561
1690848000001,8,0.00009561
1690848000001,8,0.00009561
1690848000001,8,0.00009561
1690848000001,8,0.00009561
1690848000001,8,0.00009561
1690848000001,8,0.00009561
1690848000001,8,0.00009561
1690848000001,8,0.00009561
1690848000001,8,0.00009561
1690848000001,8,0.00009561
1690848000001,8,0.00009561
1690848000001,8,0.00009561
1690848000001,8,0.00009561
1690848000001,8,0.00009561
1690848000001,8,0.00009561
1690848000001,8,0.00009561
1690848000001,8,0.00009561
1690848000001,8,0.00009561
1690848000001,8,0.00009561
1690848000001,8,0.00009561
1690848000001,8,0.00009561
1690848000001,8,0.00009561
1690848000001,8,0.00009561
1690848000001,8,0.00009561
1690848000001,8,0.00009561
1690848000001,8,0.00009561
1690848000001,8,0.00009561
1690876800000,8,0.00010000
1690876800000,8,0.00010000
1690876800000,8,0.00010000
1690876800000,8,0.00010000
1690876800000,8,0.00010000
1690876800000,8,0.00010000
1690876800000,8,0.00010000
1690876800000,8,0.00010000
1690876800000,8,0.00010000
1690876800000,8,0.00010000
1690876800000,8,0.00010000
1690876800000,8,0.00010000
1690876800000,8,0.00010000
1690876800000,8,0.00010000
1690876800000,8,0.00010000
1690876800000,8,0.00010000
1690876800000,8,0.00010000
1690876800000,8,0.00010000
1690876800000,8,0.00010000
1690876800000,8,0.00010000
1690876800000,8,0.00010000
1690876800000,8,0.00010000
1690876800000,8,0.00010000
1690876800000,8,0.00010000
1690876800000,8,0.00010000
1690876800000,8,0.00010000
1690876800000,8,0.00010000
1690876800000,8,0.00010000
1690876800000,8,0.00010000
1690876800000,8,0.00010000
1690905600000,8,0.00010000
1690905600000,8,0.00010000
1690905600000,8,0.00010000
1690905600000,8,0.00010000
1690905600000,8,0.00010000
1690905600000,8,0.00010000
1690905600000,8,0.00010000
1690905600000,8,0.00010000
1690905600000,8,0.00010000
1690905600000,8,0.00010000
1690905600000,8,0.00010000
1690905600000,8,0.00010000
1690905600000,8,0.00010000
1690905600000,8,0.00010000
1690905600000,8,0.00010000
1690905600000,8,0.00010000
1690905600000,8,0.00010000
1690905600000,8,0.00010000
1690905600000,8,0.00010000
1690905600000,8,0.00010000
1690905600000,8,0.00010000
1690905600000,8,0.00010000
1690905600000,8,0.00010000
1690905600000,8,0.00010000
1690905600000,8,0.00010000
1690905600000,8,0.00010000
1690905600000,8,0.00010000
1690905600000,8,0.00010000
1690905600000,8,0.00010000
1690905600000,8,0.00010000
1690934400000,8,0.00010000
1690934400000,8,0.00010000
1690934400000,8,0.00010000
1690934400000,8,0.00010000
1690934400000,8,0.00010000
1690934400000,8,0.00010000
1690934400000,8,0.00010000
1690934400000,8,0.00010000
1690934400000,8,0.00010000
1690934400000,8,0.00010000
1690934400000,8,0.00010000
1690934400000,8,0.00010000
1690934400000,8,0.00010000
1690934400000,8,0.00010000
1690934400000,8,0.00010000
1690934400000,8,0.00010000
1690934400000,8,0.00010000
1690934400000,8,0.00010000
1690934400000,8,0.00010000
1690934400000,8,0.00010000
1690934400000,8,0.00010000
1690934400000,8,0.00010000
1690934400000,8,0.00010000
1690934400000,8,0.00010000
1690934400000,8,0.00010000
1690934400000,8,0.00010000
1690934400000,8,0.00010000
1690934400000,8,0.00010000
